"id","code","name"
"8485",2.100113e+12,"Grana Padano DOP"
"8486",2.100113e+12,"Grana padano dop"
"8487",2.100113e+12,"Grana Padano DOP"
"8488",2.100113e+12,"Formaggio grana padano DOP Oltre 16 mesi"
"8489",2.100113e+12,"Grana padano dop"
"8490",2.100113e+12,"Grana padano dop"
"8491",2.100113e+12,"Grana Padano DOP"
"8492",2.100113e+12,"Grana Padano DOP"
"8493",2.100113e+12,"Grana Padano DOP"
"8494",2.100113e+12,"Formaggio grana padano DOP"
"8495",2.100113e+12,"Grana padano dop"
"8496",2.100113e+12,"Grana Padana DOP"
"8497",2.100113e+12,"Formaggio grana padano DOP"
"8498",2.100113e+12,"Formaggio grana padano DOP"
"8499",2.100113e+12,"Grana padano doc"
"8500",2.100113e+12,"Formaggio Grana Padano DOP"
"8501",2.100113e+12,"Grana padano dop"
"8502",2.100113e+12,"Grana padano dop"
"8503",2.100113e+12,"Grana Padano DOP"
"8504",2.100113e+12,"Formaggio grana padano DOP"
"8505",2.100113e+12,"Formaggio grana padano dop"
"8506",2.100113e+12,"Grana padano"
"8507",2.100113e+12,"Grana padano DOP"
"8508",2.100113e+12,"Grana padano dop"
"8509",2.100113e+12,"Grana Padano DOP"
"8510",2.100113e+12,"Grana Padano dop"
"8511",2.100113e+12,"Grana Padano DOP"
"8512",2.100113e+12,"Grana Padano dop"
"8513",2.100113e+12,"Grana padano Dop"
"8514",2.100113e+12,"grana padano dop"
"8515",2.100113e+12,"Grana Padano DOP"
"8516",2.100113e+12,"Grana padano"
"8517",2.100113e+12,"Grana Padano DOP"
"8518",2.100113e+12,"Formaggio grana padano dop"
"8519",2.100113e+12,"Grana padano dop"
"8520",2.100113e+12,"Grana Padano DOP"
"8521",2.100113e+12,"Grana Padano"
"8522",2.100113e+12,"Formaggio grana padano"
"8523",2.100113e+12,"Grana Padano DOP pascoli italiani"
"8524",2.100113e+12,"Formaggio grana Padano"
"8525",2.100113e+12,"Grana Padano DOP"
"8526",2.100113e+12,"Grana padano DOP"
"8527",2.100113e+12,"Grana Padano"
"8528",2.100113e+12,"Grana Padano dop"
"8529",2.100113e+12,"Grana Padano"
"8530",2.100113e+12,"grana padano dob"
"8531",2.100113e+12,"Grana padano"
"8532",2.100113e+12,"Grana padano dop"
"8533",2.100113e+12,"Formaggio grana padano DOP"
"8534",2.100113e+12,"Grana Padano dop"
"8535",2.100113e+12,"Grana padano"
"8536",2.100113e+12,"Grana padana DOP"
"8537",2.100113e+12,"Grana Padano DOP"
"8538",2.100113e+12,"Grana Padano DOP"
"8539",2.100113e+12,"Grana Padano DOP"
"8540",2.100113e+12,"Grana padano Dop"
"8541",2.100113e+12,"Formaggio grana"
"8542",2.100113e+12,"Grana padano"
"8543",2.100113e+12,"Formaggio Grana"
"8544",2.100113e+12,"Grana padano DOP"
"8545",2.100113e+12,"Grana padano dop"
"8546",2.100113e+12,"Grana padano dop"
"8547",2.100113e+12,"Grana Padano dop"
"8548",2.100113e+12,"Grana Padano Dop"
"8549",2.100113e+12,"grana padano"
"8550",2.100113e+12,"Grana Padano DOP"
"8551",2.100113e+12,"Grana Padano DOP"
"8552",2.100113e+12,"Pascoli italiani Grana padano DOP"
"8553",2.100113e+12,"Parmigiano"
"8554",2.100113e+12,"Formaggio Grana Padano DOP"
"8555",2.100113e+12,"Grana padano"
"8556",2.100113e+12,"Grana padano"
"8557",2.100113e+12,"Grana padano"
"8558",2.100113e+12,"Grana Padano dop"
"8559",2.100113e+12,"Grana Padano DOP"
"8560",2.100113e+12,"Formaggio grana padano dop"
"8561",2.100113e+12,"grana padano dop"
"8562",2.100113e+12,"grana padano"
"8563",2.100113e+12,"Grana Padano dop"
"8564",2.100113e+12,"Grana padano dop"
"8565",2.100113e+12,"Grana padano dop"
"8566",2.100113e+12,"Grana padano DOP"
"8567",2.100113e+12,"FORMAGGIO GRANA PADANO DOP"
"8568",2.100113e+12,"Grana Padano DOP"
"8569",2.100114e+12,"Grana Padano DOP"
"8570",2.100114e+12,"Grana Padano DOP"
"8571",2.100114e+12,"Grana padano dop"
"8572",2.100114e+12,"Formaggio grana padano dop"
"8573",2.100114e+12,"Grana padano DOP"
"8574",2.100114e+12,"Formaggio grana padano"
"8575",2.100114e+12,"formaggio grana padano dop"
"8576",2.100114e+12,"Grana Padano DOP"
"8577",2.100114e+12,"Grana padano dop"
"8578",2.100114e+12,"Formaggio"
"8579",2.100114e+12,"Grana padano dop"
"8580",2.100114e+12,"Grana Padano DOP"
"8581",2.100114e+12,"Grana padano"
"8582",2.100114e+12,"Grana Padano DOP"
"8583",2.100114e+12,"Grana padano"
"8584",2.100114e+12,"Grana Padano DOP"
"8585",2.100114e+12,"Grana Padano DOP"
"8586",2.100114e+12,"Formaggio grana padano dop"
"8587",2.100114e+12,"Grana Padano DOP"
"8588",2.100114e+12,"Formaggio grana padano dop"
"8589",2.100114e+12,"Grana padano dop"
"8590",2.100114e+12,"Grana Padano"
"8591",2.100114e+12,"Grana padano DOP"
"8592",2.100114e+12,"Grana padano DOP"
"8593",2.100114e+12,"Grana padano dop"
"8594",2.100114e+12,"Grana Padano Dop"
"8595",2.100114e+12,"Grana Padana Dop"
"8596",2.100114e+12,"Formaggio grana padano"
"8597",2.100114e+12,"Formaggio grana padano dop"
"8598",2.100114e+12,"Grana padano dop"
"8599",2.100114e+12,"Grana Padano DOP"
"8600",2.100114e+12,"Grana Padano"
"8601",2.100114e+12,"Formaggio grana padano dop"
"8602",2.100114e+12,"Grana padano"
"8603",2.100114e+12,"Grana Padano DOP"
"8604",2.100114e+12,"Grana padano dop"
"8605",2.100114e+12,"Grana Padano Dop"
"8606",2.100114e+12,"Grana Padano DOP"
"8607",2.100114e+12,"Grana Padano"
"8608",2.100114e+12,"Grana padano dop"
"8609",2.100114e+12,"Grana padano DOP"
"8610",2.100114e+12,"GRANA PADANO DOP"
"8611",2.100114e+12,"Grana Padano DOP"
"8612",2.100114e+12,"Grana Padano DOP"
"8613",2.100114e+12,"Formaggio grana padano doc"
"8614",2.100114e+12,"Formaggio Grana Padano"
"8615",2.100114e+12,"Grana padano dop"
"8616",2.100114e+12,"Grana Padano DOP"
"8617",2.100114e+12,"Grana Padano DOP"
"8618",2.100114e+12,"Grans padano DOP"
"8619",2.100114e+12,"Formaggio grana padano DOP"
"8620",2.100114e+12,"Grana padano dop"
"8621",2.100114e+12,"Grana padano"
"8622",2.100114e+12,"Grana Padano DOP"
"8623",2.100114e+12,"Formaggio grana padano"
"8624",2.100114e+12,"Formaggio Grana Padano"
"8625",2.100114e+12,"Grana Padano DOP"
"8626",2.100114e+12,"Grana Padano DOP"
"8627",2.100114e+12,"Grana Padano Dop"
"8628",2.100114e+12,"Grana Padano DOP"
"8629",2.100114e+12,"Grana Padano dop"
"8630",2.100114e+12,"Grana padano dop"
"8631",2.100114e+12,"Formaggio"
"8632",2.100114e+12,"Grana Padano DOP"
"8633",2.100114e+12,"Grana padano dop"
"8634",2.100114e+12,"Grana padano dop"
"8635",2.100114e+12,"Grana Padano DOP"
"8636",2.100114e+12,"Grana Padano DOP"
"8637",2.100114e+12,"Grano pagano DOP"
"8638",2.100114e+12,"Grana padano dop"
"8639",2.100114e+12,"Grana Padano dop"
"8640",2.100114e+12,"Grana padano DOP"
"8641",2.100114e+12,"Grana Padano dop"
"8642",2.100114e+12,"Formaggio grana padano dop"
"8643",2.100114e+12,"Formaggio grana padano dop"
"8644",2.100114e+12,"Grana padano dop"
"8645",2.100114e+12,"Grana padano Doc"
"8646",2.100114e+12,"Grana Padano DOP"
"8647",2.100114e+12,"Formaggio Grana Padano Dop"
"8648",2.100114e+12,"Grana padano dop"
"8649",2.100114e+12,"Prodotti alimentari"
"8650",2.100114e+12,"Grana padano dop"
"8651",2.100114e+12,"Grana Padano DOP"
"8652",2.100114e+12,"Grana Padano dop"
"8653",2.100114e+12,"Grana padano dop"
"8654",2.100114e+12,"Grana padank"
"8655",2.100114e+12,"Grana padano dop"
"8656",2.100114e+12,"Formaggio grana padano dop."
"8657",2.100114e+12,"Grana Padano Doc"
"8658",2.100114e+12,"Formaggio Grana Padano DOP (Pascoli Italiani)"
"8659",2.100114e+12,"Grana padano DOP"
"8660",2.100114e+12,"Grana padano dopo"
"8661",2.100114e+12,"Grana padano DOP"
"8662",2.100114e+12,"Grana padana dop"
"8663",2.100114e+12,"Formaggio grana padano"
"8664",2.100114e+12,"Formaggio grana padano dop"
"8665",2.100114e+12,"Formaggio Grana Padano"
"8666",2.100114e+12,"Grsns padano"
"8667",2.100114e+12,"Grana Padano dop"
"8668",2.100114e+12,"Grana Padano DOP"
"8669",2.100114e+12,"Formaggio grana pasano dop"
"8670",2.100114e+12,"Grana padano DOP"
"8671",2.100114e+12,"Formaggio Grana Padano DOP"
"8672",2.100115e+12,"Valtellina casera"
"8673",2.100115e+12,"Formaggio Valtellina"
"8674",2.100115e+12,"Formaggio valtellina casera dop"
"8675",2.100115e+12,"Formaggii Valtellina casera DOP"
"8676",2.100115e+12,"Formaggio Valtellina casera dop"
"8677",2.100116e+12,"Asiago"
"8678",2.100116e+12,"Formaggio asiago stagionato DOP"
"8679",2.100116e+12,"Asiago Stagionato DOP"
"8680",2.100116e+12,"Asiago stagionato dop"
"8681",2.100116e+12,"Formaggio Asiago stagionato"
"8682",2.100116e+12,"Asiago DOP stagionato"
"8683",2.100116e+12,"Asiago DOP stagionato"
"8684",2.100116e+12,"Asiago Dop stagionato"
"8685",2.100116e+12,"Asiago DOP stagionato"
"8686",2.100116e+12,"Asiago dopo stagionato Eurospin"
"8687",2.100116e+12,"Asiago DOP Stagionato"
"8688",2.100116e+12,"Asiago dop stagionato"
"8689",2.100116e+12,"Formaggio Asiago"
"8690",2.100116e+12,"Asiago DOP stagionato"
"8691",2.100117e+12,"Montasio DOP"
"8692",2.100117e+12,"Montasio Dop"
"8693",2.100117e+12,"Montaggio dop"
"8694",2.100117e+12,"Montasio dop"
"8695",2.100117e+12,"Montasio DOP"
"8696",2.100117e+12,"Montasio"
"8697",2.100117e+12,"Montasio dop"
"8698",2.100117e+12,"Montasio dop"
"8699",2.100117e+12,"Montasio"
"8700",2.100117e+12,"Montasio"
"8701",2.100117e+12,"Montasio dop"
"8702",2.100117e+12,"Montasio DOP"
"8703",2.100117e+12,"Montasio Dop"
"8704",2.100117e+12,"Montasio DOP"
"8705",2.100117e+12,"Montasio Dop"
"8706",2.100117e+12,"Montasio dop"
"8707",2.100117e+12,"Montasio DOP"
"8708",2.100117e+12,"Montasio dop"
"8709",2.100117e+12,"Montasio dop"
"8710",2.100117e+12,"Montasio"
"8711",2.100117e+12,"Montaione DOP"
"8712",2.100117e+12,"Montaggio DOP"
"8713",2.100119e+12,"Taralli"
"8714",2.100119e+12,"Parmigiano reggiano dop"
"8715",2.100119e+12,"Parmigiano reggiano"
"8716",2.100119e+12,"Parmigiano Reggiano Dop"
"8717",2.100119e+12,"Parmigiano Reggiano DOP"
"8718",2.100119e+12,"Parmigiano Reggiano DOP 24 mesi"
"8719",2.100119e+12,"Parmigiano Reggiano DOP 24 Mesi"
"8720",2.100119e+12,"Formaggio parmiggiano dop 24 mesi"
"8721",2.100119e+12,"Parmigiano Reggiano dop"
"8722",2.100119e+12,"Parmigiano regiano dop 24 mesi"
"8723",2.100119e+12,"Parmigiano reggiano DOP"
"8724",2.100119e+12,"Parmiggiana Reggiano DOP 24 mesi"
"8725",2.100119e+12,"Parmigiano reggiano dopo pascoli italiani"
"8726",2.100119e+12,"Parmigiano reggiano dop 24 mesi"
"8727",2.100119e+12,"Parmigiano reggiano"
"8728",2.100119e+12,"Parmigiano  reggiano"
"8729",2.100119e+12,"Parmigiano reggiano"
"8730",2.100119e+12,"Parmigiano Reggiano 24 mesi"
"8731",2.100119e+12,"Parmiggiano Reggiano dop"
"8732",2.100119e+12,"Parmigiano reggiano dop"
"8733",2.100119e+12,"FORMAGGIO"
"8734",2.100119e+12,"Parmiggiano reggiano dop"
"8735",2.100119e+12,"Parmigiano Reggiano Dop"
"8736",2.100119e+12,"Parmigiano reggiano Dop"
"8737",2.100119e+12,"Parmigiano reggiano"
"8738",2.100119e+12,"Parmigiano regiano dop"
"8739",2.100119e+12,"Parmigiano reggiano dope"
"8740",2.10012e+12,"Pane di tumminia"
"8741",2.10012e+12,"Pane di Tumminia"
"8742",2.10012e+12,"Pane di tumminia"
"8743",2.10012e+12,"Pane di tumminia"
"8744",2.100121e+12,"Formaggio di pecora"
"8745",2.100122e+12,"Polpette di Carne in Umido"
"8746",2.100126e+12,"La tenuta dei feudi"
"8747",2.10013e+12,"Pane di russello"
"8748",2.10013e+12,"Pane di russello"
"8749",2.100132e+12,"Pancetta affettata"
"8750",2.100134e+12,"ali di pollo separate"
"8751",2.100136e+12,"Culaccia"
"8752",2.100138e+12,"Petto di pollo a fette"
"8753",2.100145e+12,"Arrosto coppa con pancetta"
"8754",2.10016e+12,"Hamburger"
"8755",2.10016e+12,"Hamburger"
"8756",2.10016e+12,"Macinato suino"
"8757",2.100169e+12,"Salame felino"
"8758",2.10017e+12,"Grissini al sesamo"
"8759",2.100174e+12,"Cotechino di suino senza glutine"
"8760",2.100174e+12,"Cotechino di suino"
"8761",2.100178e+12,"Salsiccia con finocchio"
"8762",2.100178e+12,"Salsiccia di suino con finocchio"
"8763",2.10018e+12,"Tozzetti"
"8764",2.100193e+12,"Hamburger scelto"
"8765",2.100201e+12,"Marmorkuchen"
"8766",2.10021e+12,"Banane chiquita"
"8767",2.100214e+12,"Parmigiano reggiano"
"8768",2.10024e+12,"Buscotti fiorellini"
"8769",2.100244e+12,"Hamburger pan brioche"
"8770",2.100262e+12,"Banane vassoio"
"8771",2.100265e+12,"Insalata iceberg"
"8772",2.100274e+12,"Pane girasole"
"8773",2.100281e+12,"Vero speck ampzzano"
"8774",2.1003e+12,"Pane integrale"
"8775",2.1003e+12,"Le sottilissime di pollo aia"
"8776",2.100313e+12,"Hamburger"
"8777",2.100318e+12,"Bresaola di bufala stagionata"
"8778",2.100332e+12,"Panettone fichi noci albicocche"
"8779",2.100334e+12,"Cannelloni di magro"
"8780",2.10035e+12,"Olive verdi denocciolate"
"8781",2.100351e+12,"Pistacchi tostati e salati"
"8782",2.100356e+12,"Mortadella"
"8783",2.100374e+12,"Mele Golden delicious"
"8784",2.100387e+12,"Salsiccia Curva"
"8785",2.100387e+12,"Salsiccia curva stagionata"
"8786",2.100388e+12,"Formaggio pecorino"
"8787",2.100391e+12,"Tafgliata di scottona"
"8788",2.100392e+12,"Caciocavallo silano DOP"
"8789",2.100392e+12,"Caciocavallo silano DOP"
"8790",2.100392e+12,"Caciocavallo silano dop"
"8791",2.100392e+12,"Caciocavallo silano dop"
"8792",2.100392e+12,"Caciocavallo silano dop"
"8793",2.100393e+12,"Primosale al pepe nero"
"8794",2.100395e+12,"Pecoricco"
"8795",2.100395e+12,"Pecoricco"
"8796",2.100396e+12,"Ricotta Salata"
"8797",2.100396e+12,"Ricotta Salata"
"8798",2.100397e+12,"Provola fresca"
"8799",2.100397e+12,"Provola fresca"
"8800",2.1004e+12,"Formaggio Asiago DOP fresco"
"8801",2.1004e+12,"Asiago fresco dop"
"8802",2.1004e+12,"Asiago fresco dop"
"8803",2.1004e+12,"Asiago fresco DOP"
"8804",2.1004e+12,"Asiago fresco dop"
"8805",2.1004e+12,"Asiago"
"8806",2.1004e+12,"Asiago Fresco Dop"
"8807",2.1004e+12,"Asiago fresco DOP"
"8808",2.1004e+12,"Asigo Fresco Dop"
"8809",2.1004e+12,"Giro tra i sappri"
"8810",2.1004e+12,"Asiago Dop Fresco"
"8811",2.1004e+12,"Asiago"
"8812",2.1004e+12,"Asiago"
"8813",2.1004e+12,"Asiago"
"8814",2.100402e+12,"Schinkenwurst"
"8815",2.100403e+12,"PECORINO ROSSO IL CIPRESSO"
"8816",2.100404e+12,"Provoletta dolce"
"8817",2.100404e+12,"provoletta dolce"
"8818",2.100405e+12,"Provola affumicata"
"8819",2.100405e+12,"Provocata affumicata"
"8820",2.100405e+12,"Provoletta affumicata"
"8821",2.100405e+12,"Provoletta Affumicata"
"8822",2.100406e+12,"Ricotta salata stagionata di pecora"
"8823",2.100406e+12,"riccota salata di pecora"
"8824",2.100406e+12,"Ricotta salata"
"8825",2.100406e+12,"Ricotta salata di pecora"
"8826",2.100406e+12,"Ricotta salata di pecora"
"8827",2.100406e+12,"Ricotta salata"
"8828",2.100406e+12,"Ricorra salata di pecora"
"8829",2.100406e+12,"Ricotta Salata di Pecora"
"8830",2.100406e+12,"Ricotta salata di pecora"
"8831",2.100406e+12,"Ricotta salata di pecora"
"8832",2.100406e+12,"Ricotta salata di pecora"
"8833",2.100406e+12,"Ricotta salata di pecora"
"8834",2.100406e+12,"Ricotta salata di pecora"
"8835",2.100406e+12,"ricotta salata di pecora"
"8836",2.100406e+12,"Ricotta salata di Pecora"
"8837",2.100406e+12,"Ricotta salata di pecora"
"8838",2.100406e+12,"Ricotta salata di pecora"
"8839",2.100406e+12,"Ricotta salata di Pecora"
"8840",2.100406e+12,"Ricotta salata stagionata di pecora"
"8841",2.100406e+12,"Ricotta salata stagionata di pecora"
"8842",2.100406e+12,"Ricotta Salata Di Pecora"
"8843",2.100406e+12,"Ricotta salata di pecora"
"8844",2.100406e+12,"Ricotta salata di pecora"
"8845",2.100406e+12,"Ricotta salata di pecora"
"8846",2.100406e+12,"Ricotta salata"
"8847",2.100406e+12,"Ricotta salata di pecora"
"8848",2.100406e+12,"Ricotta salata stagionata di pecora"
"8849",2.100406e+12,"Ricotta salata di pecora"
"8850",2.100406e+12,"Ricotta salata di pecora"
"8851",2.100406e+12,"Ricotta salata di pecora"
"8852",2.100406e+12,"Ricotta salata di pecora"
"8853",2.100406e+12,"Ricotta salata di pecora"
"8854",2.100406e+12,"Ricotta salata di pecora"
"8855",2.100406e+12,"Ricotta salata di pecora"
"8856",2.100406e+12,"Ricotta salata di pecora"
"8857",2.100408e+12,"Caciottina"
"8858",2.100408e+12,"Caciottina"
"8859",2.10041e+12,"Grissini al mais"
"8860",2.10041e+12,"Mustela"
"8861",2.10041e+12,"Mustela"
"8862",2.100419e+12,"cacio al peperoncino"
"8863",2.100419e+12,"Cacio al peperoncino"
"8864",2.10042e+12,"Salame toscano"
"8865",2.100421e+12,"guanciale stagionato"
"8866",2.100421e+12,"Guanciale"
"8867",2.100421e+12,"Guanciale stagionato"
"8868",2.100421e+12,"Guanciale stagionato"
"8869",2.100421e+12,"Guanciale"
"8870",2.100421e+12,"Guanciale stagionato"
"8871",2.100421e+12,"Guanciale stagionato"
"8872",2.100421e+12,"Guanciale Stagionato"
"8873",2.100421e+12,"Guanciale Stagionato"
"8874",2.100421e+12,"Guanciale stagionato"
"8875",2.100421e+12,"Guanciale stagionato"
"8876",2.100421e+12,"Guanciale Stagionato"
"8877",2.100421e+12,"Guanciale stagionato"
"8878",2.100421e+12,"guanciale stagionato"
"8879",2.100421e+12,"Guanciale stagionato"
"8880",2.100422e+12,"guanciale trancio"
"8881",2.100422e+12,"Guanciale trancio sardelizie"
"8882",2.100422e+12,"Guanciale Trancio"
"8883",2.100422e+12,"Guanciale trancio"
"8884",2.100423e+12,"Salsiccia curva sarda Sardelizie"
"8885",2.100423e+12,"Salsiccia curva sarda"
"8886",2.100423e+12,"Salsiccia curva"
"8887",2.100423e+12,"Salsiccia curva sarda"
"8888",2.100423e+12,"Salsiccia curva sard"
"8889",2.100423e+12,"Salumificio belvi"
"8890",2.100423e+12,"Salsiccia curva sarda"
"8891",2.100423e+12,"Salsiccia curva sarda"
"8892",2.100423e+12,"Salsiccia"
"8893",2.100424e+12,"Salsiccia di suino stagionata"
"8894",2.100424e+12,"Salsiccia stagionata"
"8895",2.100426e+12,"Coscia di suino stagionata"
"8896",2.100427e+12,"Formaggio a pasta dura"
"8897",2.100427e+12,"Formaggio a pasta dura"
"8898",2.100427e+12,"Pascoli italiani"
"8899",2.100427e+12,"Formaggio a pasta dura"
"8900",2.100427e+12,"formaggio pasta dura"
"8901",2.100429e+12,"Alimenti formaggio"
"8902",2.100429e+12,"Pecorino"
"8903",2.100429e+12,"Pecorino"
"8904",2.10043e+12,"Banane"
"8905",2.10043e+12,"Grissini"
"8906",2.10044e+12,"Il mio snack perfetto"
"8907",21004452,"gocce pasticcere"
"8908",2.100446e+12,"Fiocco di neve"
"8909",2.10045e+12,"Punta sottile"
"8910",2.100473e+12,"Cotolette di mare"
"8911",2.10049e+12,"ESCA amaretti"
"8912",2.100513e+12,"Barretta ai cereali"
"8913",2.100568e+12,"Ciccili di mucca"
"8914",2.10057e+12,"Stracchino"
"8915",2.100638e+12,"Caciottina Montanara - Innichner Butterkäse"
"8916",2.10064e+12,"Tarallo aviglianese"
"8917",2.10065e+12,"Streghette con capuliato"
"8918",2.10065e+12,"Banana"
"8919",2.1007e+12,"Avicado"
"8920",2.100703e+12,"Salsiccia stagionata dolce"
"8921",2.10073e+12,"Biscotti a S"
"8922",2.10073e+12,"Biscotti a S cioccolato"
"8923",2.10073e+12,"Biscotti al cioccolato"
"8924",2.10076e+12,"Tastasale"
"8925",2.10077e+12,"Pollo speck affumicato"
"8926",2.1008e+12,"Pane casereccio"
"8927",2.10083e+12,"Hamburger vitello"
"8928",2.10086e+12,"Lombo di suino"
"8929",2.10088e+12,"Hamburger suino"
"8930",2.10091e+12,"Filetto di Platessa"
"8931",2.100927e+12,"Albicocche secche"
"8932",2.100927e+12,"Albicocche secche"
"8933",2.10093e+12,"Speck affumicato"
"8934",2.100932e+12,"Papaya disidratata"
"8935",2.100934e+12,"Zenzero disidratato"
"8936",2.100953e+12,"Frollini con cereali integrali"
"8937",2.100991e+12,"Pane"
"8938",2.101e+12,"Capocollo suino piccante"
"8939",2.10101e+12,"Salsiccia mignon puro suino"
"8940",2.101022e+12,"Biscotti &quot;i delicati&quot; senza uova e latte"
"8941",2.101041e+12,"Salame Ungherese"
"8942",2.101056e+12,"Biscotti integrali"
"8943",2.101072e+12,"Grana Padano"
"8944",2.10112e+12,"Macinato misto confezione MAXI"
"8945",2.101132e+12,"Prosciutto scelto trancio"
"8946",2.10115e+12,"Salame siciliano casereccio piccante"
"8947",2.101198e+12,"Salame"
"8948",2.10124e+12,"Nduja"
"8949",2.10124e+12,"Nduja"
"8950",2.10124e+12,"Salsiccia di pollo e tacchino"
"8951",2.101283e+12,"Guanciale suino"
"8952",2.10136e+12,"Petto di pollo"
"8953",2.10138e+12,"Petto di pollo a fette"
"8954",2.10138e+12,"sottilissime di pollo"
"8955",21013,"Dimagra"
"8956",2.10141e+12,"Parmigiano reggiano"
"8957",2.10147e+12,"Muffin"
"8958",2.1015e+12,"Bottarga di muggine"
"8959",2.101585e+12,"Coscia pollo"
"8960",2.10159e+12,"Prosciutto cotto nazionale"
"8961",2.101742e+12,"Pane casareccio"
"8962",2.101772e+12,"Pane"
"8963",2.101782e+12,"Yogurt artigianale di latte caprino fresco alla fragola"
"8964",2.101782e+12,"Yogurt naturale di latte caprino fresco al pistacchio"
"8965",2.101782e+12,"Yogurt Artigianale Caprino Fresco"
"8966",2.101854e+12,"Salame Emiliano"
"8967",2.10191e+12,"Formaggio"
"8968",2.10194e+12,"Ribs con rosmarino"
"8969",2.101975e+12,"Cotoletta classica"
"8970",2.101975e+12,"Cotoletta sottile"
"8971",2.102001e+12,"toma di capra"
"8972",2.10201e+12,"Burrata alpina"
"8973",2.102018e+12,"prosciutto crudo stagionato"
"8974",2102039,"Camomilla + melatonina"
"8975",2.10205e+12,"Fettine di tacchino"
"8976",2.102094e+12,"Parmigiano Reggiano"
"8977",2.102096e+12,"Grissini integrali"
"8978",2.10211e+12,"Formaggio dolce sardo"
"8979",2.10217e+12,"Crostata ciliegia"
"8980",2.102195e+12,"Saldicvua"
"8981",2.102195e+12,"SALSICCIA ‘ D Muncalè Il Castello"
"8982",2.102195e+12,"Salsiccia ‘d Muncalè"
"8983",2.102195e+12,"Salsiccia 'd muncalè"
"8984",2.102195e+12,"Salsiccia di Muncale  il castello"
"8985",2.102203e+12,"Carpaccio Trocolore"
"8986",2.102268e+12,"Pagnotta integrale"
"8987",2.10227e+12,"Lombo osso a fettine"
"8988",2.10227e+12,"Lonza a fette"
"8989",2.102273e+12,"Pane"
"8990",2.10238e+12,"Prosciutto Cotto G"
"8991",2.102397e+12,"Fiocco della valtellina"
"8992",2.102397e+12,"Fiocco dellavaltellina"
"8993",2.102416e+12,"Grissini"
"8994",2.102417e+12,"Grissini"
"8995",2.102454e+12,"Prosciutto cotto"
"8996",2.10247e+12,"Salsiccia sarda"
"8997",2.10248e+12,"Mandorle"
"8998",2.10248e+12,"Salamino affumicato"
"8999",2.10248e+12,"Tacchino fesa a fette"
"9000",2.10259e+12,"Prosciutto Crudo San Daniele"
"9001",2.102641e+12,"Lonza"
"9002",2.10266e+12,"Salamino affumicato -Kamin wurzen"
"9003",2.10266e+12,"Salamino affumicato/kamin-wurzen"
"9004",2.102675e+12,"Baguette"
"9005",2.10268e+12,"Prosciutto cotto Galvani fetta gol"
"9006",2.102685e+12,"Pecorino brigante"
"9007",2.1027e+12,"Ricotta fresca"
"9008",2.10276e+12,"Salamella di fegato"
"9009",2.10278e+12,"Bottarga di muggine"
"9010",21029097,"Zimt-sterne"
"9011",2.10302e+12,"Parmigiano reggiano"
"9012",2.103108e+12,"Ritagli di fetta biscottata al farro"
"9013",2.10311e+12,"Pollo"
"9014",2.103191e+12,"Ritagli di veline Integrali Proteiche"
"9015",2.103193e+12,"Robiola di capra"
"9016",2.103214e+12,"Grana Padano DOP"
"9017",2.103241e+12,"Fette biscottate"
"9018",2.103246e+12,"PANE"
"9019",2.1033e+12,"Salsiccia di Macomer"
"9020",2.10338e+12,"Mozzarella fiordilatte"
"9021",2.103413e+12,"Raisins"
"9022",2.10353e+12,"Stoccafisso"
"9023",2.103792e+12,"Frollini gocce di cioccolato"
"9024",2.10387e+12,"Pancetta Campagnola Tranci Sv"
"9025",2.10393e+12,"Fragole"
"9026",2.104e+12,"Fontina da banco G&G"
"9027",2.104021e+12,"carne macinata bovino"
"9028",2.104021e+12,"Chiacchere al cioccolato"
"9029",2.10413e+12,"Albicocche essiccate turchia"
"9030",2.104308e+12,"Muesli"
"9031",2.104319e+12,"Petto di pollo a fette"
"9032",21044144,"Protein+"
"9033",2.104427e+12,"Alglione"
"9034",2.10444e+12,"Hamburger"
"9035",2.1045e+12,"Salsiccia Di Maiale"
"9036",2.10457e+12,"Salame golfetta"
"9037",2.10459e+12,"Galantina"
"9038",2.10471e+12,"Parmigiano reggiano DOP 34 mesi"
"9039",2.10479e+12,"Veline di pollo"
"9040",2.104812e+12,"Mozzarella filone"
"9041",2.10483e+12,"Pollo a Busto"
"9042",2.10483e+12,"Cuore di Speck"
"9043",2.10486e+12,"Seitan"
"9044",21048708,"Bianco"
"9045",210493,"l'erbolario lodi"
"9046",2.10494e+12,"Galantina trancio"
"9047",2.10494e+12,"Galantina"
"9048",2.10495e+12,"I cotti delle Marche"
"9049",2.105003e+12,"Pane speciale II"
"9050",2.10502e+12,"Pane casereccio"
"9051",2.10505e+12,"Mandorle"
"9052",2.10506e+12,"Panini"
"9053",2.105068e+12,"Spianate di tipo integrale"
"9054",2.10507e+12,"Pane"
"9055",2.10508e+12,"Frico del Casaro"
"9056",2.1051e+12,"Pane integrale"
"9057",2.105105e+12,"Speck"
"9058",2.105253e+12,"Salsiccia piccante"
"9059",2.105341e+12,"Panino integrale"
"9060",2.1055e+12,"Ciambelle zuccherato"
"9061",2.10556e+12,"Salsiccia"
"9062",21056390,"Succo di frutta"
"9063",21056505,"Succo d'arancia"
"9064",2.105681e+12,"Ricotta vaccino"
"9065",210578,"folta chioma"
"9066",2.10585e+12,"Stracchino"
